Shop Code,Store Name,SKU,Product Name,Primary Category,POS Category,EAN,Available Quantity,Receiving Quantity,Departing Quantity
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009386,北海道扇貝味薯片 Hokkaido Scallop Flavour Potato Chips,AA47105000001,PSOSTEST9;PSOSTEST680,4903015535115,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009388,酥餅 (黑朱古力) Home Pie (Bitter Chocolate),AA47105000001,PSOSTEST81;PSOSTEST189;PSOSElderlyProgram,4902555170152,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009568,日本濃口醬油 Japanese Extreme Koikuchi Shoyu,AA11451005001,PSOSTEST6;PSOSTEST1355;PSOSElderlyProgram,4897020733287,180,640,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009609,星球大戰系列珍寶珠 (隨機派送) Star Wars Assorted Fruit Flavours Lollipops (Randomly delivery),AA11153045001,PSOSTEST33;PSOSTEST1978;PSOSElderlyProgram,2000000103051,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009610,湖池屋激辣魔薯香辣芝士味薯片 Karamucho Hot Chilli Cheese Flavour Potato Chips,AA11151510001,PSOSTEST16,4897053640118,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10009665,穴位按壓清涼足貼 Kyusoku Jikan Cooling Sheet With Protrusion,AA11856000001,PSOSTEST88;PSOSTEST694;PSOSElderlyProgram,2000000103549;4895149205111,60,900,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10011834,炸魚手指 (急凍) Fish Fingers - Classic Crumb (Frozen),AA11118200001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST58;PSOSTEST472;PSOSElderlyProgram,8724144082353;9415022026128,-2,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10011848,日本煮食用帶子急凍急凍 Scallop for cook,AA47105000001,PSOSTEST32;PSOSTEST849;PSOSElderlyProgram,20220107;4897010672152;abbytest,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10011849,美國大西洋野生響螺頭 M (急凍) USA Conch M (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST62;PSOSTEST1121;PSOSElderlyProgram,4897010671520,-6,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10011977,潮州粉果 (急凍) Chiu Chow Dumpling (Frozen),AA11114200001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST36;PSOSTEST1164,4892333301550,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10011987,好ｅ食 - 白汁煙肉磨菇意粉 (急凍) Spaghetti with Bacon & Mushroom in Cream Sauce (Frozen),AA11357005001,POS_CAT_TABLE;PSOSTEST70,4892333301093,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012004,金文畢芝士 (冷凍) Camembert in Tin (Chilled),AA11458000001,PSOSTEST47;PSOSTEST1652;PSOSElderlyProgram,3228020481846;4897060888999,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012010,Bibigo 鮮青瓜豬肉迷你水餃 (急凍) Bibigo Fresh Cucumber & Pork Dumpling (Frozen),AA11115000001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST4;PSOSTEST1799,6955797200277,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012012,Bibigo 鮮嫩雞肉迷你水餃 (急凍) Bibigo Chicken Dumpling (Frozen),AA11115000001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST94;PSOSTEST264;PSOSexcludegaigaitest;PSOSgaigaisssss;PSOSElderlyProgram,6955797200284,-1,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012013,Bibigo 韓式傳統脆皮煎餃 (急凍) Bibigo Korean Original Fried Dumpling (Frozen),AA11112500000,PSOSTEST80;PSOSTEST195;PSOSElderlyProgram,9811037771211,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012018,蜜汁雞翼 (急凍) Honey Wings (Frozen),AA11487000001,PSOSTEST6;PSOSTEST431;PSOStest0105;PSOStest7151;PSOSElderlyProgram,8855702007084,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012020,香味雞球 (急凍) Golden Crispy (Frozen),AA11487000001,PSOSTEST82;PSOSTEST1161;PSOSElderlyProgram,8855702007077,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012023,韓式蜜檸脆雞 (急凍) Korean Crispy Chicken With Honey Lemon Sauce (Frozen),AA11487000001,PSOSTEST84;PSOSTEST1669;PSOSElderlyProgram,8858984802040,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012024,韓式辣醬雞 (急凍) Korean Crispy Chicken With Korean Hot & Spicy Sauce (Frozen),AA11487000001,PSOSTEST16;PSOSTEST468;PSOSElderlyProgram,8858984802033,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012115,小白菜豬肉水餃 (急凍） Chinese White Cabbage & Pork Water Dumpling (Frozen),AA11115000001,PSOSTEST72;PSOSTEST1703,4897878720019,0,132,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012508,"紐西蘭法式 7-8 支骨羊架, 原包2排 (急凍) New Zealand 7-8 Ribs Lamb Rack, French Cut (Frozen)",AA47105000001,PSOSTest_Frozen;PSOSTEST74;PSOSTEST379;PSOSElderlyProgram,2000010148981;2855094000000;4895134100421,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012510,紐西蘭鹿腩 (急凍) New Zealand Venison Boneless Rib And Flap (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST62;PSOSTEST737;PSOSElderlyProgram,4895134100902,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012511,西班牙咸豬手 Spain Coren Salted Pork Knuckle (Frozen),AA47105000001,PSOSTEST98;PSOSTEST527;PSOSElderlyProgram,4895134100490,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012578,有機雞柳 (去皮無骨) (急凍) Chicken Tenderloins (4pcs per bag) (Frozen),AA47105000001,PSOSTEST42;PSOSTEST333;PSOSElderlyProgram,1799722619360;2000000122021,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012579,"有機雞胸 (去皮無骨) (急凍) Boneless, Skinless Chicken Breasts with Rib Meat (10pcs per bag)-Frozen",AA47105000001,PSOSTEST89;PSOSTEST462;PSOSElderlyProgram,1799722618295;2000000122175,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012580,有機雞中翼 (急凍) Chicken Wing Midjoints (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST93;PSOSTEST395;PSOSElderlyProgram,1799722303856;2000000122007,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012598,泰式香菇扎肉 (急凍) Thai Pork Sausages (Mushroom)(Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST68;PSOSTEST846;PSOSElderlyProgram,8850269013271,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012689,"加拿大頂級(熟成)去骨牛小排 (急凍) 測試 Short Rib Boneless, Top AAA (Frozen) TESTING test",AA11112510001,PSOSTest_FrozenA_B_C;PSOSTEST6;PSOSTEST1919,4895134101640,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012725,日式浦燒鰻魚 (急凍) Unagi Kabayaki (Frozen),AA47105000001,PSOSTest_Frozen;PSOSIMAX_KERRY;PSOSTEST8;PSOSTEST1688;PSOSElderlyProgram,4897010671568,586,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012777,"紐西蘭帶骨羊仔腩 (急凍) New Zealand Lamb Flap, Bone - In, Diced (Frozen)",AA47105000001,PSOSTest_FrozenA_B_C;PSOSIMAX_KERRY;PSOSTEST52;PSOSTEST232;PSOSElderlyProgram,4895134101671,603,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012783,巴西牛胸腩粒 (急凍) Brazil Beef Brisket Diced (Frozen),AA47105000001,PSOSTest_Frozen;PSOSIMAX_KERRY;PSOSTEST32;PSOSTEST437;PSOSElderlyProgram,4895134101725,-1262,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012786,德國豬湯骨 (急凍) Germany Pork Bone Diced (Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST7;PSOSTEST1198;PSOSElderlyProgram,4895134101756,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012812,日式榴槤大福雪米糍 (急凍) Malaysia Durian Daifuku (Frozen),AA11114700001,PSOSTest_Frozen;PSOSTEST22;PSOSTEST1132;PSOSElderlyProgram,9555432401365;9555432403741,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012836,冷凍熟帶頭南美白對蝦 Frozen Cooked Head On Shell On Shrimp,AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST73;PSOSTEST1832;PSOSElderlyProgram,8858984801517,-12,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012921,紐西蘭 Hoki 鱈魚柳 (MSC 可持續海產品)(急凍) New Zealand Hoki loin Fillets (MSC certified)(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST18;PSOSTEST259;PSOSElderlyProgram,9415027174299,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012936,豬梅肉扒(急凍) Pork Collar Steak(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST54;PSOSTEST1210;PSOSElderlyProgram,4897045620012;4897045620876,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012938,雞髀扒(急凍) Chicken Leg Steak(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST96;PSOSTEST193;PSOSElderlyProgram,4897045620036;4897045620821,-1,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10012939,雞中翼(急凍) Chicken Mid Joint Wing(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST85;PSOSTEST1656;PSOSElderlyProgram,4897045620043;4897045620814,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10013325,金芝麻醬 (焙煎豆) Kin Gomadare Baisen Nuts,AA11451025001,POS_CAT_TABLE;PSOSTEST20;PSOSTEST811;PSOSElderlyProgram,073575862854;73575862854,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10015618,日本煮食用帶子(急凍) Scallop for Cook(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST9;PSOSTEST869;PSOSElderlyProgram,4897010671315,-5,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10015773,廣東鮮蝦雲吞皇10粒裝一二三四五六七八九十一二三四五六七八九十一二三四五六七八九十 Guangdong Deluxe Shrimp Wonton 10's(Frozen),AA47105000001,PSOSTest_Frozen_Non Meat_Seafood;PSOSIMAX_KERRY;PSOSTEST58;PSOSTEST671;PSOSElderlyProgram,2000010157563;4867813081219,662,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016177,孜然雞中翼(急凍) Cumin Chicken Wing(Frozen),AA11116700001,PSOSTest_FrozenA_B_C;PSOSTEST9;PSOSTEST1719;PSOSElderlyProgram,4897005750841,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016178,香茅豬扒(急凍) Lemongrass Pork Chop(Frozen),AA11116700001,PSOSTest_FrozenA_B_C;PSOSTEST38;PSOSElderlyProgram,4897005750599,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016215,香菇貢丸 (急凍) Mushroom Meat Ball (Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST43;PSOStest0105;PSOStest7151;PSOSElderlyProgram,4716786391107,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016359,雜錦派對燒烤腸 (急凍) Grill Party (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST35;PSOSTEST1833;PSOSElderlyProgram,9003903496414,-1,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016418,美國天然豬免治豬梅肉(急凍) US ANP Minced Pork Butt(Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST89;PSOSTEST1904;PSOSElderlyProgram,4897014726721,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016488,九州產無添加激素雞- 雞脾肉(急凍) Boneless Leg Meat (Kirimi Cut)(Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST22;PSOSTEST1284;PSOSElderlyProgram,4978530903411,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016491,九州產無添加激素雞-雞胸(急凍) Boneless Breast  (Kirimi Cut)(Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST23;PSOSTEST1312;PSOSElderlyProgram,4978530903442,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016492,薯餅 (10塊裝)(急凍) Hash Brown Potatoes (10 patties)(Frozen),AA11118200001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST82;PSOSTEST382;PSOSElderlyProgram,071179343304;71179343304,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016495,調味藍青口(牛油蒜蓉味)(急凍) Flavored Whole Blue Mussel (Butter &Gurlic)(Frozen),AA47105000001,PSOSTest_Frozen;PSOSTEST90;PSOSTEST114;PSOSElderlyProgram,7801233952813,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016849,挪威三文魚柳 (急凍) Norwegian Salmon Portion (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST81;PSOSTEST278;PSOSElderlyProgram,4897014311309,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10016906,古早味蔥油餅 (急凍) Scallion Pancake (Frozen),AA11118200001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST49;PSOSTEST287;PSOSElderlyProgram,4712782739011,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018049,西班牙豬腩片 (急凍) Spain Pork Belly Rashers (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST37;PSOSTEST709;PSOSElderlyProgram,4897059300450,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018053,美國安格斯一口牛粒 (急凍) U.S. Angus Beef Cube (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST60;PSOSTEST1418;PSOSElderlyProgram,4897059300498,-4,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018055,美國穀飼豬扒 (急凍) U.S. Grain Fed Pork Chop (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST63;PSOSTEST1436;PSOSElderlyProgram,4897059300511,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018534,澳洲海參(禿參，又名花刺參) (急凍) Australia Curryfish Sea Cucumber (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST71;PSOSTEST555;PSOSElderlyProgram,4897030690594,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018687,美國雞下肶  (急凍) US Chicken Drummette (Frozen),AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST93;PSOSTEST1053;PSOSElderlyProgram,4897059300542,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018925,白風船米餅-牛奶忌廉味 Shiroi Fusen Milk Cream Rice Cracker,AA47105000001,POS_CAT_TABLE;PSOSTEST14;PSOSTEST1503;PSOSElderlyProgram,4901313195284,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10018940,大阪王將餃子 (味噌) (急凍) Gyoza (Miso Flavor) (Frozen),AA47105000001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST19;PSOSTEST239;PSOSElderlyProgram,4954018117228;4954018131033;4954018131057,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10019176,咖哩豚肉煎餃 10粒裝 (急凍) Curry Pork Fried Dumpling 10's (Frozen),AA47105000001,PSOSTest_Frozen_Non Meat_Seafood;PSOSTEST52;PSOSTEST865;PSOSElderlyProgram,4891913012466,0,0,0
IRS,"Island Resort, Siu Sai Wan 小西灣藍灣廣場店",H0888001_S_10019475,"西班牙栗飼豬梅肉扒 (急凍) Selecta Pork Collar Meat , chestnut fed (Frozen)",AA47105000001,PSOSTest_FrozenA_B_C;PSOSTEST3;PSOSElderlyProgram,4895134103002,-4,0,0
